"['AAVE/BTC', False]","['AAVE/KCS', True]","['KCS/BTC', True]"
"['AAVE/BTC', False]","['AAVE/USDT', True]","['BTC/USDT', False]"
"['AAVE/BTC', False]","['AAVE/UST', True]","['BTC/UST', False]"
"['AAVE/KCS', False]","['AAVE/BTC', True]","['KCS/BTC', False]"
"['AAVE/KCS', False]","['AAVE/USDT', True]","['KCS/USDT', False]"
"['AAVE/KCS', False]","['AAVE/UST', True]","['KCS/UST', False]"
"['AAVE/USDT', False]","['AAVE/BTC', True]","['BTC/USDT', True]"
"['AAVE/USDT', False]","['AAVE/KCS', True]","['KCS/USDT', True]"
"['AAVE/USDT', False]","['AAVE/UST', True]","['USDT/UST', False]"
"['AAVE/UST', False]","['AAVE/BTC', True]","['BTC/UST', True]"
"['AAVE/UST', False]","['AAVE/KCS', True]","['KCS/UST', True]"
"['AAVE/UST', False]","['AAVE/USDT', True]","['USDT/UST', True]"
"['ACAT/BTC', False]","['ACAT/ETH', True]","['ETH/BTC', True]"
"['ACAT/ETH', False]","['ACAT/BTC', True]","['ETH/BTC', False]"
"['ACT/BTC', False]","['ACT/ETH', True]","['ETH/BTC', True]"
"['ACT/ETH', False]","['ACT/BTC', True]","['ETH/BTC', False]"
"['ADA/BTC', False]","['ADA/KCS', True]","['KCS/BTC', True]"
"['ADA/BTC', False]","['ADA/USDC', True]","['BTC/USDC', False]"
"['ADA/BTC', False]","['ADA/USDT', True]","['BTC/USDT', False]"
"['ADA/KCS', False]","['ADA/BTC', True]","['KCS/BTC', False]"
"['ADA/KCS', False]","['ADA/USDC', True]","['KCS/USDC', False]"
"['ADA/KCS', False]","['ADA/USDT', True]","['KCS/USDT', False]"
"['ADA/USDC', False]","['ADA/BTC', True]","['BTC/USDC', True]"
"['ADA/USDC', False]","['ADA/KCS', True]","['KCS/USDC', True]"
"['ADA/USDC', False]","['ADA/USDT', True]","['USDC/USDT', False]"
"['ADA/USDC', False]","['ADA/USDT', True]","['USDT/USDC', True]"
"['ADA/USDT', False]","['ADA/BTC', True]","['BTC/USDT', True]"
"['ADA/USDT', False]","['ADA/KCS', True]","['KCS/USDT', True]"
"['ADA/USDT', False]","['ADA/USDC', True]","['USDC/USDT', True]"
"['ADA/USDT', False]","['ADA/USDC', True]","['USDT/USDC', False]"
"['ADB/BTC', False]","['ADB/ETH', True]","['ETH/BTC', True]"
"['ADB/ETH', False]","['ADB/BTC', True]","['ETH/BTC', False]"
"['AERGO/BTC', False]","['AERGO/ETH', True]","['ETH/BTC', True]"
"['AERGO/ETH', False]","['AERGO/BTC', True]","['ETH/BTC', False]"
"['AGI/BTC', False]","['AGI/ETH', True]","['ETH/BTC', True]"
"['AGI/ETH', False]","['AGI/BTC', True]","['ETH/BTC', False]"
"['AION/BTC', False]","['AION/ETH', True]","['ETH/BTC', True]"
"['AION/ETH', False]","['AION/BTC', True]","['ETH/BTC', False]"
"['AKRO/BTC', False]","['AKRO/USDT', True]","['BTC/USDT', False]"
"['AKRO/USDT', False]","['AKRO/BTC', True]","['BTC/USDT', True]"
"['ALGO/BTC', False]","['ALGO/ETH', True]","['ETH/BTC', True]"
"['ALGO/BTC', False]","['ALGO/KCS', True]","['KCS/BTC', True]"
"['ALGO/BTC', False]","['ALGO/USDT', True]","['BTC/USDT', False]"
"['ALGO/ETH', False]","['ALGO/BTC', True]","['ETH/BTC', False]"
"['ALGO/ETH', False]","['ALGO/KCS', True]","['ETH/KCS', False]"
"['ALGO/ETH', False]","['ALGO/KCS', True]","['KCS/ETH', True]"
"['ALGO/ETH', False]","['ALGO/USDT', True]","['ETH/USDT', False]"
"['ALGO/KCS', False]","['ALGO/BTC', True]","['KCS/BTC', False]"
"['ALGO/KCS', False]","['ALGO/ETH', True]","['ETH/KCS', True]"
"['ALGO/KCS', False]","['ALGO/ETH', True]","['KCS/ETH', False]"
"['ALGO/KCS', False]","['ALGO/USDT', True]","['KCS/USDT', False]"
"['ALGO/USDT', False]","['ALGO/BTC', True]","['BTC/USDT', True]"
"['ALGO/USDT', False]","['ALGO/ETH', True]","['ETH/USDT', True]"
"['ALGO/USDT', False]","['ALGO/KCS', True]","['KCS/USDT', True]"
"['AMB/BTC', False]","['AMB/ETH', True]","['ETH/BTC', True]"
"['AMB/ETH', False]","['AMB/BTC', True]","['ETH/BTC', False]"
"['AMPL/BTC', False]","['AMPL/ETH', True]","['ETH/BTC', True]"
"['AMPL/BTC', False]","['AMPL/USDT', True]","['BTC/USDT', False]"
"['AMPL/ETH', False]","['AMPL/BTC', True]","['ETH/BTC', False]"
"['AMPL/ETH', False]","['AMPL/USDT', True]","['ETH/USDT', False]"
"['AMPL/USDT', False]","['AMPL/BTC', True]","['BTC/USDT', True]"
"['AMPL/USDT', False]","['AMPL/ETH', True]","['ETH/USDT', True]"
"['AOA/BTC', False]","['AOA/USDT', True]","['BTC/USDT', False]"
"['AOA/USDT', False]","['AOA/BTC', True]","['BTC/USDT', True]"
"['ATOM/BTC', False]","['ATOM/ETH', True]","['ETH/BTC', True]"
"['ATOM/BTC', False]","['ATOM/KCS', True]","['KCS/BTC', True]"
"['ATOM/BTC', False]","['ATOM/USDT', True]","['BTC/USDT', False]"
"['ATOM/BTC', False]","['ATOM/UST', True]","['BTC/UST', False]"
"['ATOM/ETH', False]","['ATOM/BTC', True]","['ETH/BTC', False]"
"['ATOM/ETH', False]","['ATOM/KCS', True]","['ETH/KCS', False]"
"['ATOM/ETH', False]","['ATOM/KCS', True]","['KCS/ETH', True]"
"['ATOM/ETH', False]","['ATOM/USDT', True]","['ETH/USDT', False]"
"['ATOM/ETH', False]","['ATOM/UST', True]","['ETH/UST', False]"
"['ATOM/KCS', False]","['ATOM/BTC', True]","['KCS/BTC', False]"
"['ATOM/KCS', False]","['ATOM/ETH', True]","['ETH/KCS', True]"
"['ATOM/KCS', False]","['ATOM/ETH', True]","['KCS/ETH', False]"
"['ATOM/KCS', False]","['ATOM/USDT', True]","['KCS/USDT', False]"
"['ATOM/KCS', False]","['ATOM/UST', True]","['KCS/UST', False]"
"['ATOM/USDT', False]","['ATOM/BTC', True]","['BTC/USDT', True]"
"['ATOM/USDT', False]","['ATOM/ETH', True]","['ETH/USDT', True]"
"['ATOM/USDT', False]","['ATOM/KCS', True]","['KCS/USDT', True]"
"['ATOM/USDT', False]","['ATOM/UST', True]","['USDT/UST', False]"
"['ATOM/UST', False]","['ATOM/BTC', True]","['BTC/UST', True]"
"['ATOM/UST', False]","['ATOM/ETH', True]","['ETH/UST', True]"
"['ATOM/UST', False]","['ATOM/KCS', True]","['KCS/UST', True]"
"['ATOM/UST', False]","['ATOM/USDT', True]","['USDT/UST', True]"
"['AVA/BTC', False]","['AVA/ETH', True]","['ETH/BTC', True]"
"['AVA/BTC', False]","['AVA/USDT', True]","['BTC/USDT', False]"
"['AVA/ETH', False]","['AVA/BTC', True]","['ETH/BTC', False]"
"['AVA/ETH', False]","['AVA/USDT', True]","['ETH/USDT', False]"
"['AVA/USDT', False]","['AVA/BTC', True]","['BTC/USDT', True]"
"['AVA/USDT', False]","['AVA/ETH', True]","['ETH/USDT', True]"
"['AVAX/BTC', False]","['AVAX/USDT', True]","['BTC/USDT', False]"
"['AVAX/USDT', False]","['AVAX/BTC', True]","['BTC/USDT', True]"
"['AXPR/BTC', False]","['AXPR/ETH', True]","['ETH/BTC', True]"
"['AXPR/ETH', False]","['AXPR/BTC', True]","['ETH/BTC', False]"
"['BAX/BTC', False]","['BAX/ETH', True]","['ETH/BTC', True]"
"['BAX/ETH', False]","['BAX/BTC', True]","['ETH/BTC', False]"
"['BCD/BTC', False]","['BCD/ETH', True]","['ETH/BTC', True]"
"['BCD/ETH', False]","['BCD/BTC', True]","['ETH/BTC', False]"
"['BCH/BTC', False]","['BCH/KCS', True]","['KCS/BTC', True]"
"['BCH/BTC', False]","['BCH/USDC', True]","['BTC/USDC', False]"
"['BCH/BTC', False]","['BCH/USDT', True]","['BTC/USDT', False]"
"['BCH/KCS', False]","['BCH/BTC', True]","['KCS/BTC', False]"
"['BCH/KCS', False]","['BCH/USDC', True]","['KCS/USDC', False]"
"['BCH/KCS', False]","['BCH/USDT', True]","['KCS/USDT', False]"
"['BCH/USDC', False]","['BCH/BTC', True]","['BTC/USDC', True]"
"['BCH/USDC', False]","['BCH/KCS', True]","['KCS/USDC', True]"
"['BCH/USDC', False]","['BCH/USDT', True]","['USDC/USDT', False]"
"['BCH/USDC', False]","['BCH/USDT', True]","['USDT/USDC', True]"
"['BCH/USDT', False]","['BCH/BTC', True]","['BTC/USDT', True]"
"['BCH/USDT', False]","['BCH/KCS', True]","['KCS/USDT', True]"
"['BCH/USDT', False]","['BCH/USDC', True]","['USDC/USDT', True]"
"['BCH/USDT', False]","['BCH/USDC', True]","['USDT/USDC', False]"
"['BEPRO/BTC', False]","['BEPRO/USDT', True]","['BTC/USDT', False]"
"['BEPRO/USDT', False]","['BEPRO/BTC', True]","['BTC/USDT', True]"
"['BNB/BTC', False]","['BNB/KCS', True]","['KCS/BTC', True]"
"['BNB/BTC', False]","['BNB/USDT', True]","['BTC/USDT', False]"
"['BNB/KCS', False]","['BNB/BTC', True]","['KCS/BTC', False]"
"['BNB/KCS', False]","['BNB/USDT', True]","['KCS/USDT', False]"
"['BNB/USDT', False]","['BNB/BTC', True]","['BTC/USDT', True]"
"['BNB/USDT', False]","['BNB/KCS', True]","['KCS/USDT', True]"
"['BNS/BTC', False]","['BNS/USDT', True]","['BTC/USDT', False]"
"['BNS/USDT', False]","['BNS/BTC', True]","['BTC/USDT', True]"
"['BOLT/BTC', False]","['BOLT/USDT', True]","['BTC/USDT', False]"
"['BOLT/USDT', False]","['BOLT/BTC', True]","['BTC/USDT', True]"
"['BRG/BTC', False]","['BRG/USDT', True]","['BTC/USDT', False]"
"['BRG/USDT', False]","['BRG/BTC', True]","['BTC/USDT', True]"
"['BSV/BTC', False]","['BSV/ETH', True]","['ETH/BTC', True]"
"['BSV/BTC', False]","['BSV/KCS', True]","['KCS/BTC', True]"
"['BSV/BTC', False]","['BSV/USDC', True]","['BTC/USDC', False]"
"['BSV/BTC', False]","['BSV/USDT', True]","['BTC/USDT', False]"
"['BSV/ETH', False]","['BSV/BTC', True]","['ETH/BTC', False]"
"['BSV/ETH', False]","['BSV/KCS', True]","['ETH/KCS', False]"
"['BSV/ETH', False]","['BSV/KCS', True]","['KCS/ETH', True]"
"['BSV/ETH', False]","['BSV/USDC', True]","['ETH/USDC', False]"
"['BSV/ETH', False]","['BSV/USDT', True]","['ETH/USDT', False]"
"['BSV/KCS', False]","['BSV/BTC', True]","['KCS/BTC', False]"
"['BSV/KCS', False]","['BSV/ETH', True]","['ETH/KCS', True]"
"['BSV/KCS', False]","['BSV/ETH', True]","['KCS/ETH', False]"
"['BSV/KCS', False]","['BSV/USDC', True]","['KCS/USDC', False]"
"['BSV/KCS', False]","['BSV/USDT', True]","['KCS/USDT', False]"
"['BSV/USDC', False]","['BSV/BTC', True]","['BTC/USDC', True]"
"['BSV/USDC', False]","['BSV/ETH', True]","['ETH/USDC', True]"
"['BSV/USDC', False]","['BSV/KCS', True]","['KCS/USDC', True]"
"['BSV/USDC', False]","['BSV/USDT', True]","['USDC/USDT', False]"
"['BSV/USDC', False]","['BSV/USDT', True]","['USDT/USDC', True]"
"['BSV/USDT', False]","['BSV/BTC', True]","['BTC/USDT', True]"
"['BSV/USDT', False]","['BSV/ETH', True]","['ETH/USDT', True]"
"['BSV/USDT', False]","['BSV/KCS', True]","['KCS/USDT', True]"
"['BSV/USDT', False]","['BSV/USDC', True]","['USDC/USDT', True]"
"['BSV/USDT', False]","['BSV/USDC', True]","['USDT/USDC', False]"
"['BTC/DAI', False]","['BTC/PAX', True]","['PAX/DAI', True]"
"['BTC/DAI', False]","['BTC/TUSD', True]","['TUSD/DAI', True]"
"['BTC/DAI', False]","['BTC/USDC', True]","['USDC/DAI', True]"
"['BTC/DAI', False]","['BTC/USDT', True]","['USDT/DAI', True]"
"['BTC/DAI', False]","['BTC/UST', True]","['UST/DAI', True]"
"['BTC/PAX', False]","['BTC/DAI', True]","['PAX/DAI', False]"
"['BTC/PAX', False]","['BTC/TUSD', True]","['TUSD/PAX', True]"
"['BTC/PAX', False]","['BTC/USDC', True]","['USDC/PAX', True]"
"['BTC/PAX', False]","['BTC/USDT', True]","['USDT/PAX', True]"
"['BTC/PAX', False]","['BTC/UST', True]","['UST/PAX', True]"
"['BTC/TUSD', False]","['BTC/DAI', True]","['TUSD/DAI', False]"
"['BTC/TUSD', False]","['BTC/PAX', True]","['TUSD/PAX', False]"
"['BTC/TUSD', False]","['BTC/USDC', True]","['USDC/TUSD', True]"
"['BTC/TUSD', False]","['BTC/USDT', True]","['USDT/TUSD', True]"
"['BTC/TUSD', False]","['BTC/UST', True]","['UST/TUSD', True]"
"['BTC/USDC', False]","['BTC/DAI', True]","['USDC/DAI', False]"
"['BTC/USDC', False]","['BTC/PAX', True]","['USDC/PAX', False]"
"['BTC/USDC', False]","['BTC/TUSD', True]","['USDC/TUSD', False]"
"['BTC/USDC', False]","['BTC/USDT', True]","['USDC/USDT', False]"
"['BTC/USDC', False]","['BTC/USDT', True]","['USDT/USDC', True]"
"['BTC/USDC', False]","['BTC/UST', True]","['USDC/UST', False]"
"['BTC/USDT', False]","['BTC/DAI', True]","['USDT/DAI', False]"
"['BTC/USDT', False]","['BTC/PAX', True]","['USDT/PAX', False]"
"['BTC/USDT', False]","['BTC/TUSD', True]","['USDT/TUSD', False]"
"['BTC/USDT', False]","['BTC/USDC', True]","['USDC/USDT', True]"
"['BTC/USDT', False]","['BTC/USDC', True]","['USDT/USDC', False]"
"['BTC/USDT', False]","['BTC/UST', True]","['USDT/UST', False]"
"['BTC/UST', False]","['BTC/DAI', True]","['UST/DAI', False]"
"['BTC/UST', False]","['BTC/PAX', True]","['UST/PAX', False]"
"['BTC/UST', False]","['BTC/TUSD', True]","['UST/TUSD', False]"
"['BTC/UST', False]","['BTC/USDC', True]","['USDC/UST', True]"
"['BTC/UST', False]","['BTC/USDT', True]","['USDT/UST', True]"
"['BTM/BTC', False]","['BTM/ETH', True]","['ETH/BTC', True]"
"['BTM/ETH', False]","['BTM/BTC', True]","['ETH/BTC', False]"
"['BTT/BTC', False]","['BTT/ETH', True]","['ETH/BTC', True]"
"['BTT/BTC', False]","['BTT/TRX', True]","['TRX/BTC', True]"
"['BTT/BTC', False]","['BTT/USDT', True]","['BTC/USDT', False]"
"['BTT/ETH', False]","['BTT/BTC', True]","['ETH/BTC', False]"
"['BTT/ETH', False]","['BTT/TRX', True]","['ETH/TRX', False]"
"['BTT/ETH', False]","['BTT/TRX', True]","['TRX/ETH', True]"
"['BTT/ETH', False]","['BTT/USDT', True]","['ETH/USDT', False]"
"['BTT/TRX', False]","['BTT/BTC', True]","['TRX/BTC', False]"
"['BTT/TRX', False]","['BTT/ETH', True]","['ETH/TRX', True]"
"['BTT/TRX', False]","['BTT/ETH', True]","['TRX/ETH', False]"
"['BTT/TRX', False]","['BTT/USDT', True]","['TRX/USDT', False]"
"['BTT/USDT', False]","['BTT/BTC', True]","['BTC/USDT', True]"
"['BTT/USDT', False]","['BTT/ETH', True]","['ETH/USDT', True]"
"['BTT/USDT', False]","['BTT/TRX', True]","['TRX/USDT', True]"
"['BU/BTC', False]","['BU/ETH', True]","['ETH/BTC', True]"
"['BU/ETH', False]","['BU/BTC', True]","['ETH/BTC', False]"
"['CAPP/BTC', False]","['CAPP/ETH', True]","['ETH/BTC', True]"
"['CAPP/ETH', False]","['CAPP/BTC', True]","['ETH/BTC', False]"
"['CAS/BTC', False]","['CAS/USDT', True]","['BTC/USDT', False]"
"['CAS/USDT', False]","['CAS/BTC', True]","['BTC/USDT', True]"
"['CBC/BTC', False]","['CBC/ETH', True]","['ETH/BTC', True]"
"['CBC/ETH', False]","['CBC/BTC', True]","['ETH/BTC', False]"
"['CHR/BTC', False]","['CHR/USDT', True]","['BTC/USDT', False]"
"['CHR/USDT', False]","['CHR/BTC', True]","['BTC/USDT', True]"
"['CHSB/BTC', False]","['CHSB/ETH', True]","['ETH/BTC', True]"
"['CHSB/ETH', False]","['CHSB/BTC', True]","['ETH/BTC', False]"
"['CKB/BTC', False]","['CKB/USDT', True]","['BTC/USDT', False]"
"['CKB/USDT', False]","['CKB/BTC', True]","['BTC/USDT', True]"
"['COFI/BTC', False]","['COFI/ETH', True]","['ETH/BTC', True]"
"['COFI/ETH', False]","['COFI/BTC', True]","['ETH/BTC', False]"
"['COTI/BTC', False]","['COTI/USDT', True]","['BTC/USDT', False]"
"['COTI/USDT', False]","['COTI/BTC', True]","['BTC/USDT', True]"
"['COV/BTC', False]","['COV/ETH', True]","['ETH/BTC', True]"
"['COV/ETH', False]","['COV/BTC', True]","['ETH/BTC', False]"
"['CPC/BTC', False]","['CPC/ETH', True]","['ETH/BTC', True]"
"['CPC/ETH', False]","['CPC/BTC', True]","['ETH/BTC', False]"
"['CRO/BTC', False]","['CRO/USDT', True]","['BTC/USDT', False]"
"['CRO/USDT', False]","['CRO/BTC', True]","['BTC/USDT', True]"
"['CRPT/BTC', False]","['CRPT/ETH', True]","['ETH/BTC', True]"
"['CRPT/ETH', False]","['CRPT/BTC', True]","['ETH/BTC', False]"
"['CS/BTC', False]","['CS/ETH', True]","['ETH/BTC', True]"
"['CS/BTC', False]","['CS/KCS', True]","['KCS/BTC', True]"
"['CS/ETH', False]","['CS/BTC', True]","['ETH/BTC', False]"
"['CS/ETH', False]","['CS/KCS', True]","['KCS/ETH', True]"
"['CS/KCS', False]","['CS/BTC', True]","['KCS/BTC', False]"
"['CS/KCS', False]","['CS/ETH', True]","['KCS/ETH', False]"
"['CSP/BTC', False]","['CSP/ETH', True]","['ETH/BTC', True]"
"['CSP/ETH', False]","['CSP/BTC', True]","['ETH/BTC', False]"
"['CTI/ETH', False]","['CTI/USDT', True]","['ETH/USDT', False]"
"['CTI/USDT', False]","['CTI/ETH', True]","['ETH/USDT', True]"
"['CV/BTC', False]","['CV/ETH', True]","['ETH/BTC', True]"
"['CV/ETH', False]","['CV/BTC', True]","['ETH/BTC', False]"
"['CXO/BTC', False]","['CXO/ETH', True]","['ETH/BTC', True]"
"['CXO/ETH', False]","['CXO/BTC', True]","['ETH/BTC', False]"
"['DACC/BTC', False]","['DACC/ETH', True]","['ETH/BTC', True]"
"['DACC/ETH', False]","['DACC/BTC', True]","['ETH/BTC', False]"
"['DAG/BTC', False]","['DAG/ETH', True]","['ETH/BTC', True]"
"['DAG/BTC', False]","['DAG/USDT', True]","['BTC/USDT', False]"
"['DAG/ETH', False]","['DAG/BTC', True]","['ETH/BTC', False]"
"['DAG/ETH', False]","['DAG/USDT', True]","['ETH/USDT', False]"
"['DAG/USDT', False]","['DAG/BTC', True]","['BTC/USDT', True]"
"['DAG/USDT', False]","['DAG/ETH', True]","['ETH/USDT', True]"
"['DAPPT/BTC', False]","['DAPPT/USDT', True]","['BTC/USDT', False]"
"['DAPPT/USDT', False]","['DAPPT/BTC', True]","['BTC/USDT', True]"
"['DASH/BTC', False]","['DASH/ETH', True]","['ETH/BTC', True]"
"['DASH/BTC', False]","['DASH/KCS', True]","['KCS/BTC', True]"
"['DASH/BTC', False]","['DASH/USDT', True]","['BTC/USDT', False]"
"['DASH/ETH', False]","['DASH/BTC', True]","['ETH/BTC', False]"
"['DASH/ETH', False]","['DASH/KCS', True]","['ETH/KCS', False]"
"['DASH/ETH', False]","['DASH/KCS', True]","['KCS/ETH', True]"
"['DASH/ETH', False]","['DASH/USDT', True]","['ETH/USDT', False]"
"['DASH/KCS', False]","['DASH/BTC', True]","['KCS/BTC', False]"
"['DASH/KCS', False]","['DASH/ETH', True]","['ETH/KCS', True]"
"['DASH/KCS', False]","['DASH/ETH', True]","['KCS/ETH', False]"
"['DASH/KCS', False]","['DASH/USDT', True]","['KCS/USDT', False]"
"['DASH/USDT', False]","['DASH/BTC', True]","['BTC/USDT', True]"
"['DASH/USDT', False]","['DASH/ETH', True]","['ETH/USDT', True]"
"['DASH/USDT', False]","['DASH/KCS', True]","['KCS/USDT', True]"
"['DATX/BTC', False]","['DATX/ETH', True]","['ETH/BTC', True]"
"['DATX/ETH', False]","['DATX/BTC', True]","['ETH/BTC', False]"
"['DBC/BTC', False]","['DBC/ETH', True]","['ETH/BTC', True]"
"['DBC/ETH', False]","['DBC/BTC', True]","['ETH/BTC', False]"
"['DCR/BTC', False]","['DCR/ETH', True]","['ETH/BTC', True]"
"['DCR/ETH', False]","['DCR/BTC', True]","['ETH/BTC', False]"
"['DEGO/ETH', False]","['DEGO/USDT', True]","['ETH/USDT', False]"
"['DEGO/USDT', False]","['DEGO/ETH', True]","['ETH/USDT', True]"
"['DENT/BTC', False]","['DENT/ETH', True]","['ETH/BTC', True]"
"['DENT/ETH', False]","['DENT/BTC', True]","['ETH/BTC', False]"
"['DERO/BTC', False]","['DERO/USDT', True]","['BTC/USDT', False]"
"['DERO/USDT', False]","['DERO/BTC', True]","['BTC/USDT', True]"
"['DFI/BTC', False]","['DFI/USDT', True]","['BTC/USDT', False]"
"['DFI/USDT', False]","['DFI/BTC', True]","['BTC/USDT', True]"
"['DGB/BTC', False]","['DGB/ETH', True]","['ETH/BTC', True]"
"['DGB/BTC', False]","['DGB/USDT', True]","['BTC/USDT', False]"
"['DGB/ETH', False]","['DGB/BTC', True]","['ETH/BTC', False]"
"['DGB/ETH', False]","['DGB/USDT', True]","['ETH/USDT', False]"
"['DGB/USDT', False]","['DGB/BTC', True]","['BTC/USDT', True]"
"['DGB/USDT', False]","['DGB/ETH', True]","['ETH/USDT', True]"
"['DGTX/BTC', False]","['DGTX/ETH', True]","['ETH/BTC', True]"
"['DGTX/ETH', False]","['DGTX/BTC', True]","['ETH/BTC', False]"
"['DIA/BTC', False]","['DIA/USDT', True]","['BTC/USDT', False]"
"['DIA/USDT', False]","['DIA/BTC', True]","['BTC/USDT', True]"
"['DOCK/BTC', False]","['DOCK/ETH', True]","['ETH/BTC', True]"
"['DOCK/ETH', False]","['DOCK/BTC', True]","['ETH/BTC', False]"
"['DOGE/BTC', False]","['DOGE/KCS', True]","['KCS/BTC', True]"
"['DOGE/BTC', False]","['DOGE/USDC', True]","['BTC/USDC', False]"
"['DOGE/BTC', False]","['DOGE/USDT', True]","['BTC/USDT', False]"
"['DOGE/KCS', False]","['DOGE/BTC', True]","['KCS/BTC', False]"
"['DOGE/KCS', False]","['DOGE/USDC', True]","['KCS/USDC', False]"
"['DOGE/KCS', False]","['DOGE/USDT', True]","['KCS/USDT', False]"
"['DOGE/USDC', False]","['DOGE/BTC', True]","['BTC/USDC', True]"
"['DOGE/USDC', False]","['DOGE/KCS', True]","['KCS/USDC', True]"
"['DOGE/USDC', False]","['DOGE/USDT', True]","['USDC/USDT', False]"
"['DOGE/USDC', False]","['DOGE/USDT', True]","['USDT/USDC', True]"
"['DOGE/USDT', False]","['DOGE/BTC', True]","['BTC/USDT', True]"
"['DOGE/USDT', False]","['DOGE/KCS', True]","['KCS/USDT', True]"
"['DOGE/USDT', False]","['DOGE/USDC', True]","['USDC/USDT', True]"
"['DOGE/USDT', False]","['DOGE/USDC', True]","['USDT/USDC', False]"
"['DOT/BTC', False]","['DOT/KCS', True]","['KCS/BTC', True]"
"['DOT/BTC', False]","['DOT/USDT', True]","['BTC/USDT', False]"
"['DOT/BTC', False]","['DOT/UST', True]","['BTC/UST', False]"
"['DOT/KCS', False]","['DOT/BTC', True]","['KCS/BTC', False]"
"['DOT/KCS', False]","['DOT/USDT', True]","['KCS/USDT', False]"
"['DOT/KCS', False]","['DOT/UST', True]","['KCS/UST', False]"
"['DOT/USDT', False]","['DOT/BTC', True]","['BTC/USDT', True]"
"['DOT/USDT', False]","['DOT/KCS', True]","['KCS/USDT', True]"
"['DOT/USDT', False]","['DOT/UST', True]","['USDT/UST', False]"
"['DOT/UST', False]","['DOT/BTC', True]","['BTC/UST', True]"
"['DOT/UST', False]","['DOT/KCS', True]","['KCS/UST', True]"
"['DOT/UST', False]","['DOT/USDT', True]","['USDT/UST', True]"
"['DRGN/BTC', False]","['DRGN/ETH', True]","['ETH/BTC', True]"
"['DRGN/ETH', False]","['DRGN/BTC', True]","['ETH/BTC', False]"
"['DX/BTC', False]","['DX/ETH', True]","['ETH/BTC', True]"
"['DX/ETH', False]","['DX/BTC', True]","['ETH/BTC', False]"
